episode_reward,episode_length
108.0,108
148.0,148
129.0,129
223.0,223
500.0,500
208.0,208
146.0,146
64.0,64
120.0,120
137.0,137
28.0,28
105.0,105
500.0,500
17.0,17
497.0,497
500.0,500
69.0,69
62.0,62
110.0,110
141.0,141
108.0,108
105.0,105
112.0,112
98.0,98
106.0,106
106.0,106
147.0,147
181.0,181
158.0,158
147.0,147
147.0,147
94.0,94
129.0,129
80.0,80
67.0,67
64.0,64
101.0,101
110.0,110
66.0,66
104.0,104
86.0,86
121.0,121
122.0,122
36.0,36
28.0,28
42.0,42
15.0,15
11.0,11
19.0,19
46.0,46
38.0,38
19.0,19
42.0,42
42.0,42
42.0,42
21.0,21
87.0,87
23.0,23
35.0,35
18.0,18
20.0,20
19.0,19
45.0,45
47.0,47
30.0,30
34.0,34
39.0,39
27.0,27
64.0,64
24.0,24
22.0,22
42.0,42
79.0,79
107.0,107
84.0,84
74.0,74
42.0,42
51.0,51
67.0,67
80.0,80
89.0,89
105.0,105
81.0,81
73.0,73
90.0,90
59.0,59
16.0,16
76.0,76
70.0,70
94.0,94
93.0,93
62.0,62
74.0,74
118.0,118
128.0,128
114.0,114
59.0,59
95.0,95
95.0,95
101.0,101
85.0,85
84.0,84
14.0,14
68.0,68
77.0,77
32.0,32
70.0,70
53.0,53
48.0,48
71.0,71
19.0,19
29.0,29
37.0,37
58.0,58
35.0,35
51.0,51
25.0,25
58.0,58
67.0,67
29.0,29
12.0,12
20.0,20
65.0,65
41.0,41
78.0,78
66.0,66
26.0,26
53.0,53
78.0,78
25.0,25
29.0,29
22.0,22
60.0,60
64.0,64
37.0,37
38.0,38
25.0,25
78.0,78
73.0,73
87.0,87
82.0,82
16.0,16
83.0,83
91.0,91
78.0,78
59.0,59
11.0,11
78.0,78
42.0,42
71.0,71
71.0,71
74.0,74
101.0,101
54.0,54
51.0,51
110.0,110
102.0,102
132.0,132
114.0,114
119.0,119
103.0,103
110.0,110
19.0,19
99.0,99
93.0,93
100.0,100
41.0,41
90.0,90
44.0,44
86.0,86
104.0,104
42.0,42
120.0,120
16.0,16
146.0,146
69.0,69
129.0,129
35.0,35
88.0,88
37.0,37
101.0,101
84.0,84
94.0,94
106.0,106
113.0,113
29.0,29
151.0,151
116.0,116
150.0,150
88.0,88
135.0,135
28.0,28
139.0,139
105.0,105
81.0,81
90.0,90
89.0,89
26.0,26
108.0,108
22.0,22
98.0,98
103.0,103
41.0,41
46.0,46
79.0,79
42.0,42
37.0,37
42.0,42
34.0,34
37.0,37
25.0,25
37.0,37
31.0,31
17.0,17
26.0,26
20.0,20
30.0,30
35.0,35
20.0,20
46.0,46
151.0,151
37.0,37
68.0,68
62.0,62
39.0,39
114.0,114
97.0,97
36.0,36
109.0,109
38.0,38
68.0,68
112.0,112
182.0,182
94.0,94
107.0,107
119.0,119
196.0,196
29.0,29
127.0,127
101.0,101
168.0,168
111.0,111
178.0,178
103.0,103
129.0,129
258.0,258
145.0,145
42.0,42
126.0,126
128.0,128
134.0,134
56.0,56
91.0,91
111.0,111
105.0,105
81.0,81
58.0,58
102.0,102
85.0,85
70.0,70
87.0,87
74.0,74
96.0,96
108.0,108
77.0,77
26.0,26
14.0,14
19.0,19
75.0,75
22.0,22
97.0,97
63.0,63
92.0,92
81.0,81
68.0,68
18.0,18
78.0,78
16.0,16
40.0,40
23.0,23
47.0,47
93.0,93
15.0,15
81.0,81
78.0,78
93.0,93
31.0,31
17.0,17
76.0,76
94.0,94
390.0,390
129.0,129
61.0,61
109.0,109
65.0,65
137.0,137
33.0,33
10.0,10
112.0,112
169.0,169
167.0,167
151.0,151
138.0,138
23.0,23
109.0,109
96.0,96
104.0,104
104.0,104
185.0,185
151.0,151
88.0,88
95.0,95
111.0,111
108.0,108
134.0,134
255.0,255
148.0,148
125.0,125
121.0,121
123.0,123
106.0,106
74.0,74
107.0,107
103.0,103
75.0,75
88.0,88
274.0,274
82.0,82
233.0,233
124.0,124
110.0,110
32.0,32
116.0,116
149.0,149
54.0,54
71.0,71
115.0,115
133.0,133
102.0,102
108.0,108
107.0,107
191.0,191
133.0,133
72.0,72
26.0,26
83.0,83
101.0,101
104.0,104
106.0,106
82.0,82
92.0,92
20.0,20
21.0,21
80.0,80
76.0,76
52.0,52
45.0,45
28.0,28
42.0,42
64.0,64
28.0,28
26.0,26
20.0,20
15.0,15
25.0,25
23.0,23
24.0,24
55.0,55
19.0,19
19.0,19
24.0,24
32.0,32
27.0,27
28.0,28
25.0,25
34.0,34
14.0,14
20.0,20
23.0,23
45.0,45
50.0,50
15.0,15
53.0,53
31.0,31
41.0,41
34.0,34
36.0,36
58.0,58
31.0,31
74.0,74
47.0,47
100.0,100
116.0,116
114.0,114
100.0,100
80.0,80
87.0,87
109.0,109
94.0,94
94.0,94
105.0,105
126.0,126
138.0,138
111.0,111
164.0,164
118.0,118
118.0,118
113.0,113
129.0,129
120.0,120
132.0,132
106.0,106
107.0,107
112.0,112
59.0,59
98.0,98
131.0,131
30.0,30
101.0,101
28.0,28
96.0,96
99.0,99
116.0,116
24.0,24
111.0,111
55.0,55
17.0,17
56.0,56
40.0,40
13.0,13
26.0,26
57.0,57
86.0,86
57.0,57
22.0,22
35.0,35
39.0,39
23.0,23
41.0,41
35.0,35
33.0,33
43.0,43
54.0,54
38.0,38
47.0,47
42.0,42
62.0,62
23.0,23
41.0,41
44.0,44
45.0,45
22.0,22
53.0,53
80.0,80
16.0,16
43.0,43
24.0,24
39.0,39
30.0,30
25.0,25
45.0,45
49.0,49
95.0,95
108.0,108
47.0,47
46.0,46
105.0,105
62.0,62
35.0,35
99.0,99
107.0,107
13.0,13
55.0,55
40.0,40
99.0,99
10.0,10
50.0,50
111.0,111
146.0,146
129.0,129
124.0,124
111.0,111
123.0,123
142.0,142
248.0,248
204.0,204
98.0,98
265.0,265
157.0,157
264.0,264
103.0,103
21.0,21
78.0,78
200.0,200
87.0,87
500.0,500
343.0,343
