episode_reward,episode_length
99.0,99
101.0,101
115.0,115
210.0,210
212.0,212
186.0,186
321.0,321
424.0,424
250.0,250
182.0,182
185.0,185
193.0,193
182.0,182
161.0,161
174.0,174
168.0,168
194.0,194
149.0,149
182.0,182
182.0,182
34.0,34
185.0,185
162.0,162
166.0,166
191.0,191
222.0,222
160.0,160
223.0,223
182.0,182
67.0,67
173.0,173
165.0,165
174.0,174
199.0,199
24.0,24
184.0,184
185.0,185
89.0,89
131.0,131
155.0,155
160.0,160
141.0,141
34.0,34
177.0,177
183.0,183
163.0,163
34.0,34
194.0,194
161.0,161
219.0,219
283.0,283
500.0,500
127.0,127
120.0,120
184.0,184
160.0,160
235.0,235
316.0,316
372.0,372
192.0,192
121.0,121
24.0,24
127.0,127
138.0,138
125.0,125
164.0,164
155.0,155
144.0,144
470.0,470
159.0,159
138.0,138
164.0,164
137.0,137
129.0,129
184.0,184
127.0,127
63.0,63
134.0,134
144.0,144
121.0,121
236.0,236
88.0,88
335.0,335
35.0,35
12.0,12
118.0,118
189.0,189
161.0,161
130.0,130
119.0,119
131.0,131
279.0,279
253.0,253
129.0,129
214.0,214
126.0,126
297.0,297
214.0,214
126.0,126
115.0,115
124.0,124
122.0,122
138.0,138
139.0,139
107.0,107
115.0,115
103.0,103
113.0,113
130.0,130
111.0,111
116.0,116
115.0,115
112.0,112
151.0,151
115.0,115
169.0,169
173.0,173
142.0,142
103.0,103
114.0,114
104.0,104
106.0,106
105.0,105
102.0,102
105.0,105
106.0,106
106.0,106
104.0,104
110.0,110
105.0,105
106.0,106
111.0,111
121.0,121
116.0,116
112.0,112
105.0,105
108.0,108
117.0,117
125.0,125
103.0,103
110.0,110
113.0,113
118.0,118
114.0,114
122.0,122
131.0,131
184.0,184
115.0,115
176.0,176
121.0,121
265.0,265
113.0,113
21.0,21
111.0,111
151.0,151
111.0,111
16.0,16
141.0,141
119.0,119
132.0,132
171.0,171
140.0,140
219.0,219
153.0,153
182.0,182
186.0,186
116.0,116
135.0,135
171.0,171
100.0,100
106.0,106
106.0,106
128.0,128
131.0,131
152.0,152
202.0,202
106.0,106
113.0,113
139.0,139
130.0,130
172.0,172
205.0,205
178.0,178
59.0,59
179.0,179
123.0,123
140.0,140
151.0,151
117.0,117
215.0,215
138.0,138
110.0,110
107.0,107
102.0,102
113.0,113
124.0,124
105.0,105
106.0,106
118.0,118
34.0,34
116.0,116
41.0,41
107.0,107
110.0,110
106.0,106
116.0,116
118.0,118
108.0,108
106.0,106
117.0,117
106.0,106
109.0,109
108.0,108
104.0,104
110.0,110
16.0,16
110.0,110
107.0,107
107.0,107
114.0,114
109.0,109
109.0,109
109.0,109
107.0,107
114.0,114
126.0,126
110.0,110
132.0,132
113.0,113
119.0,119
119.0,119
164.0,164
106.0,106
112.0,112
236.0,236
112.0,112
117.0,117
116.0,116
114.0,114
129.0,129
48.0,48
117.0,117
131.0,131
113.0,113
126.0,126
120.0,120
106.0,106
113.0,113
117.0,117
112.0,112
117.0,117
143.0,143
127.0,127
177.0,177
129.0,129
13.0,13
135.0,135
158.0,158
117.0,117
115.0,115
112.0,112
113.0,113
119.0,119
116.0,116
129.0,129
134.0,134
124.0,124
128.0,128
127.0,127
121.0,121
138.0,138
161.0,161
136.0,136
113.0,113
133.0,133
110.0,110
116.0,116
111.0,111
148.0,148
119.0,119
109.0,109
