episode_reward,episode_length
8.0,8
8.0,8
8.0,8
9.0,9
8.0,8
10.0,10
9.0,9
10.0,10
9.0,9
8.0,8
10.0,10
10.0,10
10.0,10
9.0,9
9.0,9
10.0,10
9.0,9
10.0,10
10.0,10
10.0,10
9.0,9
9.0,9
9.0,9
9.0,9
9.0,9
9.0,9
10.0,10
10.0,10
14.0,14
10.0,10
10.0,10
10.0,10
9.0,9
9.0,9
10.0,10
9.0,9
8.0,8
11.0,11
10.0,10
11.0,11
9.0,9
11.0,11
9.0,9
9.0,9
10.0,10
12.0,12
9.0,9
10.0,10
9.0,9
11.0,11
12.0,12
8.0,8
10.0,10
9.0,9
9.0,9
11.0,11
10.0,10
9.0,9
10.0,10
10.0,10
10.0,10
8.0,8
10.0,10
10.0,10
9.0,9
8.0,8
11.0,11
10.0,10
11.0,11
9.0,9
9.0,9
10.0,10
9.0,9
10.0,10
9.0,9
10.0,10
10.0,10
9.0,9
10.0,10
10.0,10
10.0,10
11.0,11
10.0,10
9.0,9
10.0,10
10.0,10
10.0,10
8.0,8
9.0,9
12.0,12
9.0,9
10.0,10
9.0,9
11.0,11
10.0,10
8.0,8
10.0,10
10.0,10
9.0,9
9.0,9
9.0,9
11.0,11
10.0,10
9.0,9
11.0,11
9.0,9
8.0,8
10.0,10
9.0,9
11.0,11
9.0,9
10.0,10
10.0,10
10.0,10
9.0,9
10.0,10
10.0,10
9.0,9
9.0,9
9.0,9
8.0,8
9.0,9
10.0,10
10.0,10
9.0,9
10.0,10
9.0,9
9.0,9
10.0,10
8.0,8
10.0,10
9.0,9
9.0,9
9.0,9
9.0,9
10.0,10
10.0,10
10.0,10
10.0,10
8.0,8
10.0,10
8.0,8
9.0,9
10.0,10
11.0,11
10.0,10
9.0,9
11.0,11
12.0,12
10.0,10
11.0,11
10.0,10
9.0,9
9.0,9
10.0,10
11.0,11
10.0,10
10.0,10
11.0,11
10.0,10
10.0,10
10.0,10
10.0,10
10.0,10
10.0,10
11.0,11
9.0,9
8.0,8
10.0,10
9.0,9
11.0,11
8.0,8
10.0,10
10.0,10
9.0,9
10.0,10
9.0,9
11.0,11
10.0,10
9.0,9
9.0,9
10.0,10
11.0,11
8.0,8
9.0,9
9.0,9
9.0,9
10.0,10
10.0,10
10.0,10
10.0,10
10.0,10
9.0,9
9.0,9
8.0,8
10.0,10
9.0,9
10.0,10
8.0,8
9.0,9
10.0,10
10.0,10
8.0,8
9.0,9
10.0,10
11.0,11
10.0,10
9.0,9
8.0,8
10.0,10
10.0,10
10.0,10
10.0,10
11.0,11
10.0,10
10.0,10
10.0,10
10.0,10
9.0,9
10.0,10
9.0,9
9.0,9
9.0,9
9.0,9
10.0,10
10.0,10
10.0,10
10.0,10
9.0,9
10.0,10
10.0,10
10.0,10
9.0,9
10.0,10
10.0,10
11.0,11
9.0,9
8.0,8
10.0,10
9.0,9
10.0,10
10.0,10
9.0,9
10.0,10
10.0,10
10.0,10
12.0,12
10.0,10
10.0,10
9.0,9
10.0,10
15.0,15
10.0,10
10.0,10
10.0,10
9.0,9
9.0,9
9.0,9
10.0,10
10.0,10
10.0,10
9.0,9
8.0,8
13.0,13
10.0,10
12.0,12
9.0,9
10.0,10
9.0,9
9.0,9
14.0,14
9.0,9
9.0,9
10.0,10
10.0,10
9.0,9
11.0,11
10.0,10
9.0,9
10.0,10
10.0,10
9.0,9
27.0,27
18.0,18
22.0,22
28.0,28
17.0,17
21.0,21
24.0,24
27.0,27
14.0,14
21.0,21
25.0,25
16.0,16
18.0,18
27.0,27
27.0,27
45.0,45
22.0,22
12.0,12
22.0,22
101.0,101
269.0,269
135.0,135
85.0,85
63.0,63
60.0,60
65.0,65
72.0,72
73.0,73
61.0,61
57.0,57
74.0,74
95.0,95
79.0,79
76.0,76
84.0,84
70.0,70
86.0,86
87.0,87
67.0,67
76.0,76
70.0,70
75.0,75
81.0,81
76.0,76
71.0,71
73.0,73
73.0,73
85.0,85
76.0,76
81.0,81
87.0,87
80.0,80
73.0,73
105.0,105
71.0,71
77.0,77
90.0,90
110.0,110
118.0,118
105.0,105
97.0,97
105.0,105
79.0,79
91.0,91
75.0,75
109.0,109
93.0,93
89.0,89
131.0,131
113.0,113
86.0,86
112.0,112
113.0,113
114.0,114
84.0,84
97.0,97
127.0,127
102.0,102
137.0,137
111.0,111
107.0,107
113.0,113
98.0,98
115.0,115
127.0,127
107.0,107
145.0,145
125.0,125
147.0,147
150.0,150
153.0,153
133.0,133
113.0,113
121.0,121
122.0,122
113.0,113
114.0,114
103.0,103
113.0,113
148.0,148
115.0,115
124.0,124
131.0,131
147.0,147
109.0,109
138.0,138
107.0,107
142.0,142
124.0,124
161.0,161
154.0,154
123.0,123
130.0,130
119.0,119
150.0,150
112.0,112
250.0,250
138.0,138
117.0,117
121.0,121
125.0,125
136.0,136
148.0,148
141.0,141
154.0,154
143.0,143
129.0,129
139.0,139
184.0,184
128.0,128
143.0,143
133.0,133
161.0,161
243.0,243
211.0,211
177.0,177
160.0,160
167.0,167
198.0,198
197.0,197
294.0,294
184.0,184
185.0,185
261.0,261
217.0,217
199.0,199
194.0,194
204.0,204
360.0,360
208.0,208
182.0,182
202.0,202
208.0,208
210.0,210
235.0,235
238.0,238
234.0,234
272.0,272
414.0,414
272.0,272
192.0,192
185.0,185
191.0,191
461.0,461
245.0,245
195.0,195
245.0,245
205.0,205
163.0,163
239.0,239
232.0,232
258.0,258
207.0,207
329.0,329
163.0,163
163.0,163
232.0,232
358.0,358
234.0,234
233.0,233
182.0,182
199.0,199
270.0,270
238.0,238
226.0,226
246.0,246
205.0,205
221.0,221
264.0,264
233.0,233
312.0,312
220.0,220
248.0,248
186.0,186
279.0,279
253.0,253
448.0,448
245.0,245
278.0,278
309.0,309
219.0,219
500.0,500
197.0,197
269.0,269
228.0,228
259.0,259
251.0,251
240.0,240
187.0,187
200.0,200
319.0,319
183.0,183
188.0,188
216.0,216
176.0,176
181.0,181
173.0,173
239.0,239
315.0,315
218.0,218
218.0,218
339.0,339
259.0,259
217.0,217
199.0,199
360.0,360
254.0,254
232.0,232
257.0,257
211.0,211
175.0,175
163.0,163
165.0,165
183.0,183
168.0,168
238.0,238
212.0,212
259.0,259
214.0,214
373.0,373
191.0,191
225.0,225
253.0,253
295.0,295
213.0,213
240.0,240
299.0,299
339.0,339
400.0,400
362.0,362
256.0,256
277.0,277
202.0,202
211.0,211
204.0,204
195.0,195
174.0,174
186.0,186
199.0,199
183.0,183
190.0,190
171.0,171
166.0,166
